,q,r,s,time,Ca_cyt,IP3,Ca_stored,IP3R_act
0,18.0,-35.0,17.0,68.5,0.2005975094612695,0.3173443615626821,9.726499948858017,0.8197905044954336
1,17.0,-34.0,17.0,108.5,0.0694231287175614,0.1262850501140958,10.435550655580752,0.8427909148998373
2,17.0,-33.0,16.0,113.0,0.0711589746666315,0.1320437567672839,10.426167704504694,0.8454363023003655
3,16.0,-32.0,16.0,104.5,0.0678588181426559,0.1211509582893453,10.444006388418073,0.8379260180438924
4,16.0,-31.0,15.0,69.0,0.3996529161916762,0.4468477879948863,8.650524777342305,0.8049199222962171
5,19.0,-35.0,16.0,97.5,0.0650506823335822,0.1121435981741994,10.459185500899553,0.8200568184941636
6,18.0,-34.0,16.0,89.5,0.061863812869101,0.1027072173344744,10.476411822329194,0.7729613381558017
7,18.0,-33.0,15.0,104.0,0.0676611515229421,0.1205072301929573,10.445074856632743,0.8370989573341397
8,17.0,-32.0,15.0,48.5,0.0733692287753592,0.1394012010390197,10.41422038499806,0.8460190169349205
9,17.0,-31.0,14.0,111.0,0.0703888106079148,0.1294829422253358,10.430330753470733,0.8445588004464851
10,20.0,-35.0,15.0,105.5,0.0682526643934937,0.1224371822308952,10.441877489764895,0.8394203629596214
11,19.0,-34.0,15.0,114.5,0.0717381160841559,0.1339728256304385,10.423037210355918,0.8458352200932938
12,19.0,-33.0,14.0,72.0,0.7697567126020116,1.036558765086082,6.64996371566482,0.5517069349033858
13,18.0,-32.0,14.0,73.5,0.4677949222264291,1.0560195140803696,8.28218960958689,0.5096926251012548
14,18.0,-31.0,13.0,112.5,0.0709663817120461,0.1314027566911694,10.427208747502451,0.8452562686337612
15,21.0,-35.0,14.0,112.0,0.0707738722923291,0.1307624070063753,10.42824933896038,0.8450508283652693
16,20.0,-34.0,14.0,91.0,0.0624363779071552,0.1042366230957261,10.473316876177549,0.784971050399681
17,20.0,-33.0,13.0,69.5,0.7137343000874444,0.617248275904761,6.952787567094911,0.7704213232807563
18,19.0,-32.0,13.0,96.0,0.0644414478280899,0.1102387739058863,10.4624786603887,0.8139624936897493
19,19.0,-31.0,12.0,50.5,0.0741965607716781,0.1421382684365697,10.409748320153088,0.8457163157067312
20,22.0,-35.0,13.0,113.5,0.0713517333510865,0.132685612382971,10.425125765669804,0.8455920843074637
21,21.0,-34.0,13.0,106.0,0.0684488576341929,0.1230796210527276,10.440816985761115,0.8400925138830307
22,21.0,-33.0,12.0,94.0,0.0636308073747793,0.1077470197570082,10.46686050067687,0.8041405110182378
23,20.0,-32.0,12.0,52.0,0.0748480032142509,0.1442777372689833,10.406227009652696,0.8453502408242044
24,20.0,-31.0,11.0,73.0,0.5681090023436418,1.0633154000106042,7.739951338683037,0.5170590946749022
25,23.0,-35.0,12.0,79.5,0.0634437861764905,0.169034218137814,10.46787142607304,0.6291088864053728
26,22.0,-34.0,12.0,105.5,0.0682526643934937,0.1224371822308952,10.441877489764895,0.8394203629596214
27,22.0,-33.0,11.0,85.0,0.0604870923806692,0.1017123238461626,10.483853554699094,0.7242504918719469
28,21.0,-32.0,11.0,77.5,0.0703599255079675,0.3174866662235621,10.430486889146136,0.5821188002311014
29,21.0,-31.0,10.0,112.0,0.0707738722923291,0.1307624070063753,10.42824933896038,0.8450508283652693
30,24.0,-35.0,11.0,61.5,0.0811612439158209,0.1635340835898666,10.372101384238816,0.8403271166615648
31,23.0,-34.0,11.0,98.5,0.0654562219249146,0.1134233417513302,10.45699339500046,0.8235922661752592
32,23.0,-33.0,10.0,109.5,0.0698101760735407,0.1275646372560763,10.433458507710595,0.8435976970176452
33,22.0,-32.0,10.0,112.5,0.0709663817120461,0.1314027566911694,10.427208747502451,0.8452562686337612
34,22.0,-31.0,9.0,116.0,0.0723214711006894,0.1359165904069227,10.419883939996277,0.8460436189675629
35,25.0,-35.0,10.0,76.0,0.085512818878627,0.6159781478599443,10.348579357412843,0.5422671308903765
36,24.0,-34.0,10.0,80.0,0.0624901893519912,0.1515027907299201,10.473026003502763,0.6397581317698409
37,24.0,-33.0,9.0,49.5,0.0737781239148184,0.1407562337195934,10.412010141000977,0.8458955017935941
38,23.0,-32.0,9.0,49.5,0.0737781239148184,0.1407562337195934,10.412010141000977,0.8458955017935941
39,23.0,-31.0,8.0,83.0,0.0603698731911697,0.1075699247633175,10.484487171939636,0.6949393453147418
40,26.0,-35.0,9.0,68.5,0.2005975094612695,0.3173443615626821,9.726499948858017,0.8197905044954336
41,25.0,-34.0,9.0,87.0,0.0609990481536351,0.1010334223748077,10.481086226196574,0.7485282548503542
42,25.0,-33.0,8.0,100.0,0.0660625050176439,0.1153515076474238,10.45371618909381,0.8281957530906365
43,24.0,-32.0,8.0,115.5,0.0721263548364007,0.1352665227310418,10.420938622505943,0.8459937700541348
44,24.0,-31.0,7.0,61.0,0.0805949527729934,0.1619407636706092,10.37516241744329,0.8407449774021097
45,27.0,-35.0,8.0,109.0,0.0696168104267666,0.1269249746791586,10.434503727422888,0.8432119752929504
46,26.0,-34.0,8.0,72.5,0.6700563168210277,1.0567056709964486,7.1888847739404085,0.5307398390114114
47,26.0,-33.0,7.0,91.0,0.0624363779071552,0.1042366230957261,10.473316876177549,0.784971050399681
48,25.0,-32.0,7.0,55.5,0.0765503197846683,0.1497680191730233,10.397025298461251,0.8440742431403139
49,25.0,-31.0,6.0,98.0,0.0652535551291864,0.1127827199332765,10.458088891193585,0.82187410196883
50,28.0,-35.0,7.0,64.5,0.0867308547577743,0.1778835447324189,10.341995379687717,0.8369937390180332
